gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2024-05-22b.993.6.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.993.1,uk.org.publicwhip/debate/2024-05-22b.993.5,uk.org.publicwhip/debate/2024-05-22b.993.6,b993.6/2,Question agreed to.,"Approve: Human Medicines (Amendments relating to Registered Dental Hygienists, Registered Dental Therapists and Registered Pharmacy Technicians) Regulations 2024",uk.org.publicwhip/debate/2024-05-22b.993.4.3,house-of-commons,147
uk.org.publicwhip/debate/2024-05-22b.993.8.2,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.993.1,uk.org.publicwhip/debate/2024-05-22b.993.7,uk.org.publicwhip/debate/2024-05-22b.993.8,b993.8/2,Question agreed to.,Delegated Legislation: Medicines,uk.org.publicwhip/debate/2024-05-22b.993.6.3,house-of-commons,148
uk.org.publicwhip/debate/2024-05-22b.999.0.13,2024-05-22,uk.org.publicwhip/debate/2024-05-22b.996.0,"",uk.org.publicwhip/debate/2024-05-22b.999.0,b999.0/13,Question put and agreed to.,Adjournment Debate: Funding for Local Councils,uk.org.publicwhip/debate/2024-05-22b.996.1.1,house-of-commons,149
uk.org.publicwhip/debate/2024-05-23c.1092.0.2,2024-05-23,uk.org.publicwhip/debate/2024-05-23c.1090.20,"",uk.org.publicwhip/debate/2024-05-23c.1092.0,c1092.0/2,Question put and agreed to.,Business of the House,uk.org.publicwhip/debate/2024-05-23c.1090.1.1,house-of-commons,104
uk.org.publicwhip/debate/2024-05-23c.1124.2.4,2024-05-23,uk.org.publicwhip/debate/2024-05-23c.1117.0,"",uk.org.publicwhip/debate/2024-05-23c.1124.2,c1124.2/4,Question put and agreed to.,Adjournment Debate: National Grid Proposals:  North East Lincolnshire,uk.org.publicwhip/debate/2024-05-23c.1117.1.1,house-of-commons,105
uk.org.publicwhip/debate/2024-05-24c.1135.1.10,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1127.0,"",uk.org.publicwhip/debate/2024-05-24c.1135.1,c1135.1/10,Question put and agreed to.,Approve: Sanctions (EU Exit) (Miscellaneous Amendments and Revocations) Regulations 2024,uk.org.publicwhip/debate/2024-05-24c.1127.1.1,house-of-commons,439
uk.org.publicwhip/debate/2024-05-24c.1142.1.4,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1138.0,"",uk.org.publicwhip/debate/2024-05-24c.1142.1,c1142.1/4,Question put and agreed to.,Coroners,uk.org.publicwhip/debate/2024-05-24c.1138.1.1,house-of-commons,440
uk.org.publicwhip/debate/2024-05-24c.1144.1.4,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1144.0,"",uk.org.publicwhip/debate/2024-05-24c.1144.1,c1144.1/4,Question agreed to.,VICTIMS AND PRISONERS BILL: MONEY,uk.org.publicwhip/debate/2024-05-24c.1144.1.2,house-of-commons,441
uk.org.publicwhip/debate/2024-05-24c.1166.0.5,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1163.0,"",uk.org.publicwhip/debate/2024-05-24c.1166.0,c1166.0/5,Question put and agreed to.,Energy,uk.org.publicwhip/debate/2024-05-24c.1163.1.1,house-of-commons,442
uk.org.publicwhip/debate/2024-05-24c.1270.0.5,2024-05-24,uk.org.publicwhip/debate/2024-05-24c.1173.0,"",uk.org.publicwhip/debate/2024-05-24c.1270.0,c1270.0/5,Question put and agreed to.,Valedictory Debate,uk.org.publicwhip/debate/2024-05-24c.1270.0.6,house-of-commons,443
uk.org.publicwhip/debate/2024-07-09a.4.1.4,2024-07-09,uk.org.publicwhip/debate/2024-07-09a.1.2,uk.org.publicwhip/debate/2024-07-09a.1.4,uk.org.publicwhip/debate/2024-07-09a.4.1,a4.1/4,Question agreed to.,Message to Attend the Lords Commissioners: Election of Speaker,uk.org.publicwhip/debate/2024-07-09a.4.1.3,house-of-commons,479
uk.org.publicwhip/debate/2024-07-17e.150.1.2,2024-07-17,uk.org.publicwhip/debate/2024-07-17e.144.0,"",uk.org.publicwhip/debate/2024-07-17e.150.1,e150.1/2,Question put and agreed to.,Adjournment Debate: Health Services: Rural Areas,uk.org.publicwhip/debate/2024-07-17e.144.1.1,house-of-commons,448
uk.org.publicwhip/debate/2024-07-18f.282.0.10,2024-07-18,uk.org.publicwhip/debate/2024-07-18f.277.0,"",uk.org.publicwhip/debate/2024-07-18f.282.0,f282.0/10,Question put and agreed to.,Adjournment Debate: Adequacy of the Scotland Act 1998,uk.org.publicwhip/debate/2024-07-18f.277.1.1,house-of-commons,528
uk.org.publicwhip/debate/2024-07-22e.494.2.3,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.494.1,"",uk.org.publicwhip/debate/2024-07-22e.494.2,e494.2/3,Question agreed to.,Adjournment (Summer and Conference Recesses),uk.org.publicwhip/debate/2024-07-22e.494.2.2,house-of-commons,235
uk.org.publicwhip/debate/2024-07-22e.494.4.7,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.494.3,"",uk.org.publicwhip/debate/2024-07-22e.494.4,e494.4/7,Question agreed to.,Private Members' Bills,uk.org.publicwhip/debate/2024-07-22e.494.4.1,house-of-commons,236
uk.org.publicwhip/debate/2024-07-22e.501.3.12,2024-07-22,uk.org.publicwhip/debate/2024-07-22e.495.0,"",uk.org.publicwhip/debate/2024-07-22e.501.3,e501.3/12,Question put and agreed to.,Adjournment Debate: Aerospace Industry: Northern Ireland,uk.org.publicwhip/debate/2024-07-22e.495.1.1,house-of-commons,237
uk.org.publicwhip/debate/2024-07-23e.637.1.3,2024-07-23,uk.org.publicwhip/debate/2024-07-23e.527.3,"",uk.org.publicwhip/debate/2024-07-23e.637.1,e637.1/3,Main Question put and agreed to.,Immigration and Home Affairs,uk.org.publicwhip/debate/2024-07-23e.637.1.4,house-of-commons,106
uk.org.publicwhip/debate/2024-07-23e.640.2.3,2024-07-23,uk.org.publicwhip/debate/2024-07-23e.640.1,"",uk.org.publicwhip/debate/2024-07-23e.640.2,e640.2/3,Question agreed to.,Business of the House,uk.org.publicwhip/debate/2024-07-23e.640.2.1,house-of-commons,107
uk.org.publicwhip/debate/2024-07-24e.695.1.7,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.674.0,"",uk.org.publicwhip/debate/2024-07-24e.695.1,e695.1/7,Question put and agreed to.,International Immunities and Privileges,uk.org.publicwhip/debate/2024-07-24e.674.2.1,house-of-commons,27
uk.org.publicwhip/debate/2024-07-24e.773.1.18,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.697.0,"",uk.org.publicwhip/debate/2024-07-24e.773.1,e773.1/18,Question put and agreed to.,Education and Opportunity,uk.org.publicwhip/debate/2024-07-24e.697.1.1,house-of-commons,28
uk.org.publicwhip/debate/2024-07-24e.776.2.6,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.776.1,"",uk.org.publicwhip/debate/2024-07-24e.776.2,e776.2/6,Question agreed to.,Estimates 2024-25,uk.org.publicwhip/debate/2024-07-24e.776.2.1,house-of-commons,29
uk.org.publicwhip/debate/2024-07-24e.785.0.5,2024-07-24,uk.org.publicwhip/debate/2024-07-24e.778.0,"",uk.org.publicwhip/debate/2024-07-24e.785.0,e785.0/5,Question put and agreed to.,Adjournment Debate: Flood Defences: West Worcestershire,uk.org.publicwhip/debate/2024-07-24e.778.1.1,house-of-commons,30
uk.org.publicwhip/debate/2024-07-25e.830.8.2,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.830.7,"",uk.org.publicwhip/debate/2024-07-25e.830.8,e830.8/2,Question agreed to.,Third Reading: Supply and Appropriation (Main Estimates) Bill,uk.org.publicwhip/debate/2024-07-25e.830.8.4,house-of-commons,181
uk.org.publicwhip/debate/2024-07-25e.830.8.5,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.830.7,"",uk.org.publicwhip/debate/2024-07-25e.830.8,e830.8/5,Question agreed to.,Second Reading: Supply and Appropriation (Main Estimates) Bill,uk.org.publicwhip/debate/2024-07-25e.830.8.1,house-of-commons,182
uk.org.publicwhip/debate/2024-07-25e.912.1.7,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.856.0,"",uk.org.publicwhip/debate/2024-07-25e.912.1,e912.1/7,Question put and agreed to.,Code of Conduct and Modernisation Committee,uk.org.publicwhip/debate/2024-07-25e.856.2.1,house-of-commons,183
uk.org.publicwhip/debate/2024-07-25e.913.4.2,2024-07-25,uk.org.publicwhip/debate/2024-07-25e.856.0,"",uk.org.publicwhip/debate/2024-07-25e.913.4,e913.4/2,Question put and agreed to.,Code of Conduct and Modernisation Committee,uk.org.publicwhip/debate/2024-07-25e.913.0.2,house-of-commons,184
uk.org.publicwhip/debate/2024-07-26d.1002.8.7,2024-07-26,uk.org.publicwhip/debate/2024-07-26d.937.0,"",uk.org.publicwhip/debate/2024-07-26d.1002.8,d1002.8/7,Question put and agreed to.,Making Britain a Clean Energy Superpower,uk.org.publicwhip/debate/2024-07-26d.937.1.1,house-of-commons,56
uk.org.publicwhip/debate/2024-07-26d.1011.0.9,2024-07-26,uk.org.publicwhip/debate/2024-07-26d.1005.0,"",uk.org.publicwhip/debate/2024-07-26d.1011.0,d1011.0/9,Question put and agreed to.,Adjournment Debate: Pharmacy Provision: Hampton,uk.org.publicwhip/debate/2024-07-26d.1005.1.1,house-of-commons,57
uk.org.publicwhip/debate/2024-07-29c.1141.7.2,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1141.6,"",uk.org.publicwhip/debate/2024-07-29c.1141.7,c1141.7/2,Question agreed to.,Passenger Railway Services (Public Ownership) Bill: Programme,uk.org.publicwhip/debate/2024-07-29c.1141.1.1,house-of-commons,101
uk.org.publicwhip/debate/2024-07-29c.1141.9.4,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1141.8,"",uk.org.publicwhip/debate/2024-07-29c.1141.9,c1141.9/4,Question agreed to.,Passenger Railway Services (Public Ownership) Bill: Money,uk.org.publicwhip/debate/2024-07-29c.1141.9.2,house-of-commons,102
uk.org.publicwhip/debate/2024-07-29c.1147.1.6,2024-07-29,uk.org.publicwhip/debate/2024-07-29c.1142.0,"",uk.org.publicwhip/debate/2024-07-29c.1147.1,c1147.1/6,Question put and agreed to.,Adjournment Debate: Road Safety on the A1,uk.org.publicwhip/debate/2024-07-29c.1142.1.1,house-of-commons,103
uk.org.publicwhip/debate/2024-07-30c.1264.1.22,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1211.0,"",uk.org.publicwhip/debate/2024-07-30c.1264.1,c1264.1/22,Question put and agreed to.,Second Reading: Budget Responsibility Bill,uk.org.publicwhip/debate/2024-07-30c.1211.2.1,house-of-commons,244
uk.org.publicwhip/debate/2024-07-30c.1267.5.4,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1267.4,"",uk.org.publicwhip/debate/2024-07-30c.1267.5,c1267.5/4,Question agreed to.,Budget Responsibility Bill: Programme,uk.org.publicwhip/debate/2024-07-30c.1267.1.1,house-of-commons,245
uk.org.publicwhip/debate/2024-07-30c.1267.7.4,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1267.6,"",uk.org.publicwhip/debate/2024-07-30c.1267.7,c1267.7/4,Question agreed to.,Budget Responsibility Bill: Money,uk.org.publicwhip/debate/2024-07-30c.1267.7.2,house-of-commons,246
uk.org.publicwhip/debate/2024-07-30c.1272.3.2,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1270.0,"",uk.org.publicwhip/debate/2024-07-30c.1272.3,c1272.3/2,Question put and agreed to.,European Scrutiny Committee,uk.org.publicwhip/debate/2024-07-30c.1270.1.1,house-of-commons,247
uk.org.publicwhip/debate/2024-07-30c.1290.1.3,2024-07-30,uk.org.publicwhip/debate/2024-07-30c.1282.0,"",uk.org.publicwhip/debate/2024-07-30c.1290.1,c1290.1/3,Question put and agreed to.,Adjournment Debate: Food Security,uk.org.publicwhip/debate/2024-07-30c.1282.1.1,house-of-commons,248
uk.org.publicwhip/debate/2024-09-03e.277.1.5,2024-09-03,uk.org.publicwhip/debate/2024-09-03e.194.0,uk.org.publicwhip/debate/2024-09-03e.263.0,uk.org.publicwhip/debate/2024-09-03e.277.1,e277.1/5,Question put and agreed to.,Third Reading: Passenger Railway Services (Public Ownership) Bill,uk.org.publicwhip/debate/2024-09-03e.275.0.1,house-of-commons,355
uk.org.publicwhip/debate/2024-09-03e.286.3.4,2024-09-03,uk.org.publicwhip/debate/2024-09-03e.279.0,"",uk.org.publicwhip/debate/2024-09-03e.286.3,e286.3/4,Question put and agreed to.,Adjournment Debate: Unpaid Carers,uk.org.publicwhip/debate/2024-09-03e.279.1.1,house-of-commons,356
uk.org.publicwhip/debate/2024-09-04c.389.1.2,2024-09-04,uk.org.publicwhip/debate/2024-09-04c.333.0,uk.org.publicwhip/debate/2024-09-04c.333.3,uk.org.publicwhip/debate/2024-09-04c.389.1,c389.1/2,Question put and agreed to.,Third Reading: Budget Responsibility Bill,uk.org.publicwhip/debate/2024-09-04c.388.0.1,house-of-commons,487
uk.org.publicwhip/debate/2024-09-04c.396.1.3,2024-09-04,uk.org.publicwhip/debate/2024-09-04c.390.0,"",uk.org.publicwhip/debate/2024-09-04c.396.1,c396.1/3,Question put and agreed to.,Adjournment Debate: Police Station Closure: Sutton Coldfield,uk.org.publicwhip/debate/2024-09-04c.390.1.1,house-of-commons,488
uk.org.publicwhip/debate/2024-09-09d.622.2.7,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.608.0,"",uk.org.publicwhip/debate/2024-09-09d.622.2,d622.2/7,Question put and agreed to.,Sanctions: Russia,uk.org.publicwhip/debate/2024-09-09d.608.1.1,house-of-commons,185
uk.org.publicwhip/debate/2024-09-09d.632.2.5,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.624.0,"",uk.org.publicwhip/debate/2024-09-09d.632.2,d632.2/5,Question put and agreed to.,Sanctions: Syria,uk.org.publicwhip/debate/2024-09-09d.624.1.1,house-of-commons,186
uk.org.publicwhip/debate/2024-09-09d.648.1.6,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.633.0,"",uk.org.publicwhip/debate/2024-09-09d.648.1,d648.1/6,Question put and agreed to.,Transport,uk.org.publicwhip/debate/2024-09-09d.633.1.1,house-of-commons,187
uk.org.publicwhip/debate/2024-09-09d.658.1.3,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.650.0,"",uk.org.publicwhip/debate/2024-09-09d.658.1,d658.1/3,Question put and agreed to.,Approve: Human Medicines (Amendments Relating to Naloxone and Transfers of Functions) Regulations 2024,uk.org.publicwhip/debate/2024-09-09d.650.1.1,house-of-commons,188
uk.org.publicwhip/debate/2024-09-09d.662.0.2,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.660.0,"",uk.org.publicwhip/debate/2024-09-09d.662.0,d662.0/2,Question put and agreed to.,Modernisation Committee,uk.org.publicwhip/debate/2024-09-09d.660.1.1,house-of-commons,189
uk.org.publicwhip/debate/2024-09-09d.674.2.4,2024-09-09,uk.org.publicwhip/debate/2024-09-09d.663.0,"",uk.org.publicwhip/debate/2024-09-09d.674.2,d674.2/4,Question put and agreed to.,Adjournment Debate: Housing: Cornwall and the Isles of Scilly,uk.org.publicwhip/debate/2024-09-09d.663.1.1,house-of-commons,190
uk.org.publicwhip/debate/2024-09-10a.792.5.3,2024-09-10,uk.org.publicwhip/debate/2024-09-10a.741.1,"",uk.org.publicwhip/debate/2024-09-10a.792.5,a792.5/3,Question agreed to.,Winter Fuel Payment,uk.org.publicwhip/debate/2024-09-10a.792.5.2,house-of-commons,47
uk.org.publicwhip/debate/2024-09-10a.806.0.2,2024-09-10,uk.org.publicwhip/debate/2024-09-10a.797.0,"",uk.org.publicwhip/debate/2024-09-10a.806.0,a806.0/2,Question put and agreed to.,Adjournment Debate: Dynamic Ticket Pricing,uk.org.publicwhip/debate/2024-09-10a.804.0.10,house-of-commons,48
uk.org.publicwhip/debate/2024-09-11e.930.3.3,2024-09-11,uk.org.publicwhip/debate/2024-09-11e.852.0,"",uk.org.publicwhip/debate/2024-09-11e.930.3,e930.3/3,Question put and agreed to.,Building Safety and Resilience,uk.org.publicwhip/debate/2024-09-11e.852.2.1,house-of-commons,25
uk.org.publicwhip/debate/2024-09-11e.937.0.9,2024-09-11,uk.org.publicwhip/debate/2024-09-11e.932.0,"",uk.org.publicwhip/debate/2024-09-11e.937.0,e937.0/9,Question put and agreed to.,Adjournment Debate: Democracy in Bangladesh,uk.org.publicwhip/debate/2024-09-11e.932.1.1,house-of-commons,26
uk.org.publicwhip/debate/2024-09-12d.1070.0.11,2024-09-12,uk.org.publicwhip/debate/2024-09-12d.1009.0,"",uk.org.publicwhip/debate/2024-09-12d.1070.0,d1070.0/11,Question put and agreed to.,Sir David Amess Adjournment Debate,uk.org.publicwhip/debate/2024-09-12d.1070.0.12,house-of-commons,495
uk.org.publicwhip/debate/2024-09-12d.1079.3.9,2024-09-12,uk.org.publicwhip/debate/2024-09-12d.1073.0,"",uk.org.publicwhip/debate/2024-09-12d.1079.3,d1079.3/9,Question put and agreed to.,Adjournment Debate: UK Shared Prosperity Fund,uk.org.publicwhip/debate/2024-09-12d.1073.1.1,house-of-commons,496
uk.org.publicwhip/debate/2024-10-07a.134.2.12,2024-10-07,uk.org.publicwhip/debate/2024-10-07a.131.0,"",uk.org.publicwhip/debate/2024-10-07a.134.2,a134.2/12,Question put and agreed to.,Adjournment Debate: Hamas Attacks: First Anniversary,uk.org.publicwhip/debate/2024-10-07a.131.1.1,house-of-commons,123
uk.org.publicwhip/debate/2024-10-08d.282.1.2,2024-10-08,uk.org.publicwhip/debate/2024-10-08d.277.0,"",uk.org.publicwhip/debate/2024-10-08d.282.1,d282.1/2,Question put and agreed to.,Adjournment Debate: Health Services: Bridlington,uk.org.publicwhip/debate/2024-10-08d.277.1.1,house-of-commons,208
uk.org.publicwhip/debate/2024-10-09c.415.1.5,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.332.0,"",uk.org.publicwhip/debate/2024-10-09c.415.1,c415.1/5,Question agreed to.,Second Reading: Renters’ Rights Bill,uk.org.publicwhip/debate/2024-10-09c.415.1.3,house-of-commons,463
uk.org.publicwhip/debate/2024-10-09c.419.9.2,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.419.8,"",uk.org.publicwhip/debate/2024-10-09c.419.9,c419.9/2,Question agreed to.,Renters’ Rights Bill: Programme,uk.org.publicwhip/debate/2024-10-09c.419.1.1,house-of-commons,464
uk.org.publicwhip/debate/2024-10-09c.420.1.6,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.0,"",uk.org.publicwhip/debate/2024-10-09c.420.1,c420.1/6,Question agreed to.,Renters’ Rights Bill: Money,uk.org.publicwhip/debate/2024-10-09c.420.1.2,house-of-commons,465
uk.org.publicwhip/debate/2024-10-09c.420.3.5,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.2,"",uk.org.publicwhip/debate/2024-10-09c.420.3,c420.3/5,Question agreed to.,Renters’ Rights Bill: Ways and Means,uk.org.publicwhip/debate/2024-10-09c.420.3.1,house-of-commons,466
uk.org.publicwhip/debate/2024-10-09c.420.6.3,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.420.5,"",uk.org.publicwhip/debate/2024-10-09c.420.6,c420.6/3,Question agreed to.,Adjournment (November and Christmas Recesses),uk.org.publicwhip/debate/2024-10-09c.420.6.1,house-of-commons,467
uk.org.publicwhip/debate/2024-10-09c.427.1.12,2024-10-09,uk.org.publicwhip/debate/2024-10-09c.421.0,"",uk.org.publicwhip/debate/2024-10-09c.427.1,c427.1/12,Question put and agreed to.,Adjournment Debate: Higher Education: Staffordshire,uk.org.publicwhip/debate/2024-10-09c.421.1.1,house-of-commons,468
uk.org.publicwhip/debate/2024-10-10d.552.1.11,2024-10-10,uk.org.publicwhip/debate/2024-10-10d.485.0,"",uk.org.publicwhip/debate/2024-10-10d.552.1,d552.1/11,Question put and agreed to.,Sport: Team GB and ParalympicsGB,uk.org.publicwhip/debate/2024-10-10d.485.1.1,house-of-commons,31
uk.org.publicwhip/debate/2024-10-10d.560.3.3,2024-10-10,uk.org.publicwhip/debate/2024-10-10d.555.0,"",uk.org.publicwhip/debate/2024-10-10d.560.3,d560.3/3,Question put and agreed to.,Adjournment Debate: Cost of Rail Fares,uk.org.publicwhip/debate/2024-10-10d.560.2.5,house-of-commons,32
uk.org.publicwhip/debate/2024-10-14d.664.1.5,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.624.0,"",uk.org.publicwhip/debate/2024-10-14d.664.1,d664.1/5,Question put and agreed to.,Second Reading: Terrorism (Protection of Premises) Bill,uk.org.publicwhip/debate/2024-10-14d.624.2.1,house-of-commons,504
uk.org.publicwhip/debate/2024-10-14d.665.1.2,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.665.0,"",uk.org.publicwhip/debate/2024-10-14d.665.1,d665.1/2,Question agreed to.,Terrorism (Protection of Premises) Bill: Programme,uk.org.publicwhip/debate/2024-10-14d.664.3.1,house-of-commons,505
uk.org.publicwhip/debate/2024-10-14d.665.3.8,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.665.2,"",uk.org.publicwhip/debate/2024-10-14d.665.3,d665.3/8,Question agreed to.,Terrorism (Protection of Premises) Bill: Money,uk.org.publicwhip/debate/2024-10-14d.665.3.2,house-of-commons,506
uk.org.publicwhip/debate/2024-10-14d.666.1.18,2024-10-14,uk.org.publicwhip/debate/2024-10-14d.666.0,"",uk.org.publicwhip/debate/2024-10-14d.666.1,d666.1/18,Question put and agreed to.,Speaker’s Conference,uk.org.publicwhip/debate/2024-10-14d.666.1.1,house-of-commons,507
uk.org.publicwhip/debate/2024-10-15c.798.1.15,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.719.0,"",uk.org.publicwhip/debate/2024-10-15c.798.1,c798.1/15,Question agreed to.,Second Reading: House of Lords (Hereditary Peers) Bill,uk.org.publicwhip/debate/2024-10-15c.798.1.14,house-of-commons,497
uk.org.publicwhip/debate/2024-10-15c.800.12.2,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.800.9,uk.org.publicwhip/debate/2024-10-15c.800.11,uk.org.publicwhip/debate/2024-10-15c.800.12,c800.12/2,Question agreed to.,Approve: Government of Wales Act 2006 (Devolved Welsh Authorities) (Amendment) Order 2024,uk.org.publicwhip/debate/2024-10-15c.800.10.1,house-of-commons,498
uk.org.publicwhip/debate/2024-10-15c.800.12.5,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.800.9,uk.org.publicwhip/debate/2024-10-15c.800.11,uk.org.publicwhip/debate/2024-10-15c.800.12,c800.12/5,Question agreed to.,Approve: Social Security (Scotland) Act 2018 (Disability Assistance) (Consequential Modifications) Order 2024,uk.org.publicwhip/debate/2024-10-15c.800.12.3,house-of-commons,499
uk.org.publicwhip/debate/2024-10-15c.800.14.2,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.800.9,uk.org.publicwhip/debate/2024-10-15c.800.13,uk.org.publicwhip/debate/2024-10-15c.800.14,c800.14/2,Question agreed to.,"Approve: Nationality, Immigration and Asylum Act 2002 (Juxtaposed Controls) (Amendment) Order 2024",uk.org.publicwhip/debate/2024-10-15c.800.12.6,house-of-commons,500
uk.org.publicwhip/debate/2024-10-15c.800.7.2,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.800.6,"",uk.org.publicwhip/debate/2024-10-15c.800.7,c800.7/2,Question agreed to.,House of Lords (Hereditary Peers) Bill (Programme),uk.org.publicwhip/debate/2024-10-15c.800.1.1,house-of-commons,501
uk.org.publicwhip/debate/2024-10-15c.801.1.3,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.801.0,"",uk.org.publicwhip/debate/2024-10-15c.801.1,c801.1/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2024-10-15c.801.1.1,house-of-commons,502
uk.org.publicwhip/debate/2024-10-15c.808.1.4,2024-10-15,uk.org.publicwhip/debate/2024-10-15c.802.0,"",uk.org.publicwhip/debate/2024-10-15c.808.1,c808.1/4,Question put and agreed to.,Adjournment Debate: HOUSE OF COMMONS COMMISSION,uk.org.publicwhip/debate/2024-10-15c.801.3.1,house-of-commons,503
uk.org.publicwhip/debate/2024-10-16e.884.1.4,2024-10-16,uk.org.publicwhip/debate/2024-10-16e.841.1,"",uk.org.publicwhip/debate/2024-10-16e.884.1,e884.1/4,Question agreed to.,Carer’s Allowance,uk.org.publicwhip/debate/2024-10-16e.884.1.3,house-of-commons,524
uk.org.publicwhip/debate/2024-10-16e.884.1.5,2024-10-16,uk.org.publicwhip/debate/2024-10-16e.841.1,"",uk.org.publicwhip/debate/2024-10-16e.884.1,e884.1/5,"Main Question, as amended, put and agreed to.",Carer’s Allowance,uk.org.publicwhip/debate/2024-10-16e.884.1.6,house-of-commons,523
uk.org.publicwhip/debate/2024-10-16e.945.1.4,2024-10-16,uk.org.publicwhip/debate/2024-10-16e.889.0,"",uk.org.publicwhip/debate/2024-10-16e.945.1,e945.1/4,Question agreed to.,Access to Primary Healthcare,uk.org.publicwhip/debate/2024-10-16e.945.1.3,house-of-commons,526
uk.org.publicwhip/debate/2024-10-16e.945.1.5,2024-10-16,uk.org.publicwhip/debate/2024-10-16e.889.0,"",uk.org.publicwhip/debate/2024-10-16e.945.1,e945.1/5,"Main Question, as amended, put and agreed to.",Access to Primary Healthcare,uk.org.publicwhip/debate/2024-10-16e.945.1.6,house-of-commons,525
uk.org.publicwhip/debate/2024-10-16e.956.3.15,2024-10-16,uk.org.publicwhip/debate/2024-10-16e.950.0,"",uk.org.publicwhip/debate/2024-10-16e.956.3,e956.3/15,Question put and agreed to.,Adjournment Debate: Flooding: Bedfordshire,uk.org.publicwhip/debate/2024-10-16e.950.1.1,house-of-commons,527
uk.org.publicwhip/debate/2024-10-17e.1065.1.4,2024-10-17,uk.org.publicwhip/debate/2024-10-17e.1026.0,"",uk.org.publicwhip/debate/2024-10-17e.1065.1,e1065.1/4,Question put and agreed to.,International Investment Summit,uk.org.publicwhip/debate/2024-10-17e.1026.1.1,house-of-commons,58
uk.org.publicwhip/debate/2024-10-17e.1071.1.7,2024-10-17,uk.org.publicwhip/debate/2024-10-17e.1066.0,"",uk.org.publicwhip/debate/2024-10-17e.1071.1,e1071.1/7,Question put and agreed to.,Adjournment Debate: Telegraph Poles: Planning Permission,uk.org.publicwhip/debate/2024-10-17e.1066.1.1,house-of-commons,59
uk.org.publicwhip/debate/2024-10-21e.148.10.2,2024-10-21,uk.org.publicwhip/debate/2024-10-21e.148.7,uk.org.publicwhip/debate/2024-10-21e.148.9,uk.org.publicwhip/debate/2024-10-21e.148.10,e148.10/2,Question agreed to.,Approve: Storage (Determination of Turnover for Penalties) Regulations 2024,uk.org.publicwhip/debate/2024-10-21e.148.10.2,house-of-commons,378
uk.org.publicwhip/debate/2024-10-21e.148.12.2,2024-10-21,uk.org.publicwhip/debate/2024-10-21e.148.7,uk.org.publicwhip/debate/2024-10-21e.148.11,uk.org.publicwhip/debate/2024-10-21e.148.12,e148.12/2,Question agreed to.,Approve: Misuse of Drugs Act 1971 (Amendment) (No. 2) Order 2024,uk.org.publicwhip/debate/2024-10-21e.148.10.3,house-of-commons,376
uk.org.publicwhip/debate/2024-10-21e.148.14.2,2024-10-21,uk.org.publicwhip/debate/2024-10-21e.148.7,uk.org.publicwhip/debate/2024-10-21e.148.13,uk.org.publicwhip/debate/2024-10-21e.148.14,e148.14/2,Question agreed to.,Delegated Legislation: Dangerous Drugs,uk.org.publicwhip/debate/2024-10-21e.148.12.3,house-of-commons,377
