division_gid,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2023-01-18e.481.0,uk.org.publicwhip/debate/2023-01-18e.477.1.3,house-of-commons,183
uk.org.publicwhip/debate/2023-01-18e.493.1,uk.org.publicwhip/debate/2023-01-18e.490.0.1,house-of-commons,179
uk.org.publicwhip/debate/2023-01-24c.962.0,uk.org.publicwhip/debate/2023-01-24c.961.3.1,house-of-commons,138
uk.org.publicwhip/debate/2023-01-24c.966.2,uk.org.publicwhip/debate/2023-01-24c.966.1.1,house-of-commons,139
uk.org.publicwhip/debate/2023-01-24c.970.2,uk.org.publicwhip/debate/2023-01-24c.970.1.1,house-of-commons,140
uk.org.publicwhip/debate/2023-01-25b.1095.2,uk.org.publicwhip/debate/2023-01-25b.1095.1.1,house-of-commons,101
uk.org.publicwhip/debate/2023-01-25b.1099.2,uk.org.publicwhip/debate/2023-01-25b.1099.1.1,house-of-commons,102
uk.org.publicwhip/debate/2023-01-25b.1103.2,uk.org.publicwhip/debate/2023-01-25b.1103.1.1,house-of-commons,103
uk.org.publicwhip/debate/2023-01-25b.1131.3,uk.org.publicwhip/debate/2023-01-25b.1131.2.1,house-of-commons,104
uk.org.publicwhip/debate/2023-01-25b.1134.2,uk.org.publicwhip/debate/2023-01-25b.1134.1.1,house-of-commons,105
uk.org.publicwhip/debate/2023-01-25b.1138.2,uk.org.publicwhip/debate/2023-01-25b.1138.1.1,house-of-commons,106
uk.org.publicwhip/debate/2023-01-25b.1141.2,uk.org.publicwhip/debate/2023-01-25b.1141.1.1,house-of-commons,107
uk.org.publicwhip/debate/2023-01-25b.1145.2,uk.org.publicwhip/debate/2023-01-25b.1145.1.1,house-of-commons,108
uk.org.publicwhip/debate/2023-01-30c.149.0,uk.org.publicwhip/debate/2023-01-30c.148.9.1,house-of-commons,188
uk.org.publicwhip/debate/2023-01-30c.152.0,uk.org.publicwhip/debate/2023-01-30c.151.1.1,house-of-commons,189
uk.org.publicwhip/debate/2023-01-30c.156.0,uk.org.publicwhip/debate/2023-01-30c.152.1.3,house-of-commons,190
uk.org.publicwhip/debate/2023-01-30c.161.0,uk.org.publicwhip/debate/2023-01-30c.156.1.5,house-of-commons,191
uk.org.publicwhip/debate/2023-01-30c.167.3,uk.org.publicwhip/debate/2023-01-30c.165.0.1,house-of-commons,187
uk.org.publicwhip/debate/2023-01-31b.270.1,uk.org.publicwhip/debate/2023-01-31b.270.0.2,house-of-commons,31
uk.org.publicwhip/debate/2023-01-31b.274.2,uk.org.publicwhip/debate/2023-01-31b.274.3.4,house-of-commons,32
uk.org.publicwhip/debate/2023-01-31b.308.0,uk.org.publicwhip/debate/2023-01-31b.278.2.1,house-of-commons,33
uk.org.publicwhip/debate/2023-02-01c.399.0,uk.org.publicwhip/debate/2023-02-01c.398.2.1,house-of-commons,45
uk.org.publicwhip/debate/2023-02-01c.403.0,uk.org.publicwhip/debate/2023-02-01c.402.1.1,house-of-commons,46
uk.org.publicwhip/debate/2023-02-01c.407.0,uk.org.publicwhip/debate/2023-02-01c.403.1.8,house-of-commons,47
uk.org.publicwhip/debate/2023-02-07c.834.0,uk.org.publicwhip/debate/2023-02-07c.833.1.1,house-of-commons,150
uk.org.publicwhip/debate/2023-02-07c.838.2,uk.org.publicwhip/debate/2023-02-07c.838.1.1,house-of-commons,151
uk.org.publicwhip/debate/2023-02-07c.842.4,uk.org.publicwhip/debate/2023-02-07c.842.3.1,house-of-commons,152
uk.org.publicwhip/debate/2023-02-07c.876.3,uk.org.publicwhip/debate/2023-02-07c.876.2.2,house-of-commons,153
uk.org.publicwhip/debate/2023-02-07c.880.11,uk.org.publicwhip/debate/2023-02-07c.880.11,house-of-commons,154
uk.org.publicwhip/debate/2023-02-21c.194.6,uk.org.publicwhip/debate/2023-02-21c.193.1.1,house-of-commons,0
uk.org.publicwhip/debate/2023-02-28d.710.0,uk.org.publicwhip/debate/2023-02-28d.710.1.3,house-of-commons,186
uk.org.publicwhip/debate/2023-03-01b.854.2,uk.org.publicwhip/debate/2023-03-01b.854.1.1,house-of-commons,221
uk.org.publicwhip/debate/2023-03-01b.858.2,uk.org.publicwhip/debate/2023-03-01b.858.1.1,house-of-commons,222
uk.org.publicwhip/debate/2023-03-01b.865.2,uk.org.publicwhip/debate/2023-03-01b.865.1.2,house-of-commons,223
uk.org.publicwhip/debate/2023-03-06d.102.3,uk.org.publicwhip/debate/2023-03-06d.72.3.1,house-of-commons,214
uk.org.publicwhip/debate/2023-03-06d.105.2,uk.org.publicwhip/debate/2023-03-06d.105.1.1,house-of-commons,213
uk.org.publicwhip/debate/2023-03-07b.247.1,uk.org.publicwhip/debate/2023-03-07b.201.4.1,house-of-commons,13
uk.org.publicwhip/debate/2023-03-07b.250.0,uk.org.publicwhip/debate/2023-03-07b.247.2.6,house-of-commons,10
uk.org.publicwhip/debate/2023-03-07b.254.0,uk.org.publicwhip/debate/2023-03-07b.250.1.5,house-of-commons,11
uk.org.publicwhip/debate/2023-03-07b.258.0,uk.org.publicwhip/debate/2023-03-07b.254.1.4,house-of-commons,14
uk.org.publicwhip/debate/2023-03-07b.262.2,uk.org.publicwhip/debate/2023-03-07b.262.1.1,house-of-commons,12
uk.org.publicwhip/debate/2023-03-13b.643.0,uk.org.publicwhip/debate/2023-03-13b.582.0.1,house-of-commons,2
uk.org.publicwhip/debate/2023-03-13b.647.0,uk.org.publicwhip/debate/2023-03-13b.643.1.3,house-of-commons,1
uk.org.publicwhip/debate/2023-03-13b.652.0,uk.org.publicwhip/debate/2023-03-13b.651.1.1,house-of-commons,3
uk.org.publicwhip/debate/2023-03-13b.656.2,uk.org.publicwhip/debate/2023-03-13b.656.1.2,house-of-commons,4
uk.org.publicwhip/debate/2023-03-21c.274.0,uk.org.publicwhip/debate/2023-03-21c.273.1.1,house-of-commons,51
uk.org.publicwhip/debate/2023-03-21c.282.6,uk.org.publicwhip/debate/2023-03-21c.282.5.1,house-of-commons,52
uk.org.publicwhip/debate/2023-03-22b.364.0,uk.org.publicwhip/debate/2023-03-22b.364.1.3,house-of-commons,87
uk.org.publicwhip/debate/2023-03-22b.378.2,uk.org.publicwhip/debate/2023-03-22b.378.3.4,house-of-commons,88
uk.org.publicwhip/debate/2023-03-22b.401.3,uk.org.publicwhip/debate/2023-03-22b.401.2.1,house-of-commons,89
uk.org.publicwhip/debate/2023-03-27c.779.2,uk.org.publicwhip/debate/2023-03-27c.779.1.3,house-of-commons,252
uk.org.publicwhip/debate/2023-03-27c.786.2,uk.org.publicwhip/debate/2023-03-27c.786.1.1,house-of-commons,253
uk.org.publicwhip/debate/2023-03-27c.789.2,uk.org.publicwhip/debate/2023-03-27c.789.1.1,house-of-commons,254
uk.org.publicwhip/debate/2023-03-27c.794.0,uk.org.publicwhip/debate/2023-03-27c.793.1.1,house-of-commons,255
uk.org.publicwhip/debate/2023-03-28d.967.0,uk.org.publicwhip/debate/2023-03-28d.966.4.3,house-of-commons,202
uk.org.publicwhip/debate/2023-03-28d.971.6,uk.org.publicwhip/debate/2023-03-28d.971.5.1,house-of-commons,203
uk.org.publicwhip/debate/2023-03-28d.976.4,uk.org.publicwhip/debate/2023-03-28d.976.3.1,house-of-commons,204
uk.org.publicwhip/debate/2023-03-28d.981.2,uk.org.publicwhip/debate/2023-03-28d.981.1.1,house-of-commons,205
uk.org.publicwhip/debate/2023-03-28d.985.2,uk.org.publicwhip/debate/2023-03-28d.985.1.1,house-of-commons,206
uk.org.publicwhip/debate/2023-03-29c.1105.0,uk.org.publicwhip/debate/2023-03-29c.1044.2.1,house-of-commons,137
uk.org.publicwhip/debate/2023-04-18c.203.0,uk.org.publicwhip/debate/2023-04-18c.202.1.1,house-of-commons,34
uk.org.publicwhip/debate/2023-04-18c.207.2,uk.org.publicwhip/debate/2023-04-18c.207.1.1,house-of-commons,35
uk.org.publicwhip/debate/2023-04-18c.212.0,uk.org.publicwhip/debate/2023-04-18c.211.1.1,house-of-commons,36
uk.org.publicwhip/debate/2023-04-19d.304.0,uk.org.publicwhip/debate/2023-04-19d.282.5.1,house-of-commons,126
uk.org.publicwhip/debate/2023-04-19d.306.0,uk.org.publicwhip/debate/2023-04-19d.304.1.3,house-of-commons,124
uk.org.publicwhip/debate/2023-04-19d.311.0,uk.org.publicwhip/debate/2023-04-19d.310.1.1,house-of-commons,125
uk.org.publicwhip/debate/2023-04-19d.336.0,uk.org.publicwhip/debate/2023-04-19d.323.2.7,house-of-commons,123
uk.org.publicwhip/debate/2023-04-24b.552.0,uk.org.publicwhip/debate/2023-04-24b.552.1.4,house-of-commons,86
uk.org.publicwhip/debate/2023-04-25c.652.1,uk.org.publicwhip/debate/2023-04-25c.604.9.1,house-of-commons,216
uk.org.publicwhip/debate/2023-04-25c.655.1,uk.org.publicwhip/debate/2023-04-25c.655.2.3,house-of-commons,215
uk.org.publicwhip/debate/2023-04-25c.698.1,uk.org.publicwhip/debate/2023-04-25c.698.0.4,house-of-commons,217
uk.org.publicwhip/debate/2023-04-25c.702.0,uk.org.publicwhip/debate/2023-04-25c.698.2.3,house-of-commons,218
uk.org.publicwhip/debate/2023-04-26d.847.0,uk.org.publicwhip/debate/2023-04-26d.846.3.1,house-of-commons,16
uk.org.publicwhip/debate/2023-04-26d.851.0,uk.org.publicwhip/debate/2023-04-26d.850.1.1,house-of-commons,17
uk.org.publicwhip/debate/2023-04-26d.855.2,uk.org.publicwhip/debate/2023-04-26d.855.1.1,house-of-commons,18
uk.org.publicwhip/debate/2023-04-26d.859.2,uk.org.publicwhip/debate/2023-04-26d.859.1.11,house-of-commons,19
uk.org.publicwhip/debate/2023-04-26d.867.0,uk.org.publicwhip/debate/2023-04-26d.866.5.20,house-of-commons,20
uk.org.publicwhip/debate/2023-04-26d.886.2,uk.org.publicwhip/debate/2023-04-26d.886.1.4,house-of-commons,15
uk.org.publicwhip/debate/2023-05-03c.146.0,uk.org.publicwhip/debate/2023-05-03c.145.1.5,house-of-commons,29
uk.org.publicwhip/debate/2023-05-03c.149.2,uk.org.publicwhip/debate/2023-05-03c.149.1.1,house-of-commons,27
uk.org.publicwhip/debate/2023-05-03c.152.2,uk.org.publicwhip/debate/2023-05-03c.152.1.1,house-of-commons,28
uk.org.publicwhip/debate/2023-05-03c.164.0,uk.org.publicwhip/debate/2023-05-03c.157.4.1,house-of-commons,30
uk.org.publicwhip/debate/2023-05-16c.766.0,uk.org.publicwhip/debate/2023-05-16c.765.1.10,house-of-commons,48
uk.org.publicwhip/debate/2023-05-16c.769.0,uk.org.publicwhip/debate/2023-05-16c.766.1.3,house-of-commons,49
uk.org.publicwhip/debate/2023-05-16c.811.1,uk.org.publicwhip/debate/2023-05-16c.811.0.2,house-of-commons,50
uk.org.publicwhip/debate/2023-05-22c.104.0,uk.org.publicwhip/debate/2023-05-22c.103.1.3,house-of-commons,9
uk.org.publicwhip/debate/2023-05-22c.108.0,uk.org.publicwhip/debate/2023-05-22c.107.1.1,house-of-commons,6
uk.org.publicwhip/debate/2023-05-22c.112.0,uk.org.publicwhip/debate/2023-05-22c.108.1.5,house-of-commons,7
uk.org.publicwhip/debate/2023-05-22c.116.0,uk.org.publicwhip/debate/2023-05-22c.112.1.4,house-of-commons,8
uk.org.publicwhip/debate/2023-05-22c.69.3,uk.org.publicwhip/debate/2023-05-22c.69.2.1,house-of-commons,5
uk.org.publicwhip/debate/2023-05-23d.218.3,uk.org.publicwhip/debate/2023-05-23d.218.4.3,house-of-commons,113
uk.org.publicwhip/debate/2023-05-23d.259.0,uk.org.publicwhip/debate/2023-05-23d.221.2.1,house-of-commons,114
uk.org.publicwhip/debate/2023-05-24c.385.0,uk.org.publicwhip/debate/2023-05-24c.384.2.4,house-of-commons,175
uk.org.publicwhip/debate/2023-05-24c.389.2,uk.org.publicwhip/debate/2023-05-24c.389.1.1,house-of-commons,178
uk.org.publicwhip/debate/2023-05-24c.393.2,uk.org.publicwhip/debate/2023-05-24c.393.1.1,house-of-commons,176
uk.org.publicwhip/debate/2023-05-24c.397.2,uk.org.publicwhip/debate/2023-05-24c.397.1.1,house-of-commons,177
uk.org.publicwhip/debate/2023-06-06c.689.2,uk.org.publicwhip/debate/2023-06-06c.689.1.1,house-of-commons,54
uk.org.publicwhip/debate/2023-06-07d.791.6,uk.org.publicwhip/debate/2023-06-07d.791.5.3,house-of-commons,73
uk.org.publicwhip/debate/2023-06-07d.795.0,uk.org.publicwhip/debate/2023-06-07d.791.7.3,house-of-commons,74
uk.org.publicwhip/debate/2023-06-07d.840.0,uk.org.publicwhip/debate/2023-06-07d.799.2.1,house-of-commons,75
uk.org.publicwhip/debate/2023-06-12b.45.0,uk.org.publicwhip/debate/2023-06-12b.44.2.4,house-of-commons,231
uk.org.publicwhip/debate/2023-06-12b.48.2,uk.org.publicwhip/debate/2023-06-12b.48.1.1,house-of-commons,232
uk.org.publicwhip/debate/2023-06-12b.76.0,uk.org.publicwhip/debate/2023-06-12b.76.1.3,house-of-commons,233
uk.org.publicwhip/debate/2023-06-13b.240.0,uk.org.publicwhip/debate/2023-06-13b.239.1.1,house-of-commons,109
uk.org.publicwhip/debate/2023-06-13b.244.4,uk.org.publicwhip/debate/2023-06-13b.244.3.1,house-of-commons,110
uk.org.publicwhip/debate/2023-06-13b.254.2,uk.org.publicwhip/debate/2023-06-13b.254.1.1,house-of-commons,111
uk.org.publicwhip/debate/2023-06-13b.258.0,uk.org.publicwhip/debate/2023-06-13b.254.3.3,house-of-commons,112
uk.org.publicwhip/debate/2023-06-14b.362.0,uk.org.publicwhip/debate/2023-06-14b.312.2.1,house-of-commons,200
uk.org.publicwhip/debate/2023-06-14b.411.3,uk.org.publicwhip/debate/2023-06-14b.411.2.1,house-of-commons,201
uk.org.publicwhip/debate/2023-06-19b.661.2,uk.org.publicwhip/debate/2023-06-19b.661.3.3,house-of-commons,145
uk.org.publicwhip/debate/2023-06-20e.753.2,uk.org.publicwhip/debate/2023-06-20e.753.1.1,house-of-commons,121
uk.org.publicwhip/debate/2023-06-20e.758.5,uk.org.publicwhip/debate/2023-06-20e.758.3.1,house-of-commons,122
uk.org.publicwhip/debate/2023-06-21c.815.0,uk.org.publicwhip/debate/2023-06-21c.814.5.3,house-of-commons,247
uk.org.publicwhip/debate/2023-06-21c.819.0,uk.org.publicwhip/debate/2023-06-21c.815.1.5,house-of-commons,245
uk.org.publicwhip/debate/2023-06-21c.822.0,uk.org.publicwhip/debate/2023-06-21c.819.1.4,house-of-commons,246
uk.org.publicwhip/debate/2023-06-21c.840.0,uk.org.publicwhip/debate/2023-06-21c.839.0.8,house-of-commons,249
uk.org.publicwhip/debate/2023-06-21c.844.0,uk.org.publicwhip/debate/2023-06-21c.840.1.4,house-of-commons,248
uk.org.publicwhip/debate/2023-06-21c.900.3,uk.org.publicwhip/debate/2023-06-21c.900.2.4,house-of-commons,250
uk.org.publicwhip/debate/2023-06-21c.904.0,uk.org.publicwhip/debate/2023-06-21c.900.4.3,house-of-commons,251
uk.org.publicwhip/debate/2023-06-26b.112.0,uk.org.publicwhip/debate/2023-06-26b.111.0.7,house-of-commons,79
uk.org.publicwhip/debate/2023-06-26b.87.0,uk.org.publicwhip/debate/2023-06-26b.86.1.4,house-of-commons,77
uk.org.publicwhip/debate/2023-06-26b.90.0,uk.org.publicwhip/debate/2023-06-26b.65.4.1,house-of-commons,78
uk.org.publicwhip/debate/2023-06-26b.94.2,uk.org.publicwhip/debate/2023-06-26b.94.1.1,house-of-commons,76
uk.org.publicwhip/debate/2023-06-27c.168.1,uk.org.publicwhip/debate/2023-06-27c.165.2.1,house-of-commons,83
uk.org.publicwhip/debate/2023-06-27c.209.1,uk.org.publicwhip/debate/2023-06-27c.209.0.2,house-of-commons,84
uk.org.publicwhip/debate/2023-06-27c.213.0,uk.org.publicwhip/debate/2023-06-27c.209.2.3,house-of-commons,85
uk.org.publicwhip/debate/2023-06-28d.374.0,uk.org.publicwhip/debate/2023-06-28d.373.2.13,house-of-commons,173
uk.org.publicwhip/debate/2023-06-28d.397.3,uk.org.publicwhip/debate/2023-06-28d.397.2.1,house-of-commons,174
uk.org.publicwhip/debate/2023-07-03b.657.0,uk.org.publicwhip/debate/2023-07-03b.595.4.1,house-of-commons,100
uk.org.publicwhip/debate/2023-07-03b.661.0,uk.org.publicwhip/debate/2023-07-03b.657.1.3,house-of-commons,99
uk.org.publicwhip/debate/2023-07-11e.249.0,uk.org.publicwhip/debate/2023-07-11e.248.1.8,house-of-commons,171
uk.org.publicwhip/debate/2023-07-11e.254.2,uk.org.publicwhip/debate/2023-07-11e.254.1.1,house-of-commons,155
uk.org.publicwhip/debate/2023-07-11e.258.0,uk.org.publicwhip/debate/2023-07-11e.254.3.5,house-of-commons,156
uk.org.publicwhip/debate/2023-07-11e.262.0,uk.org.publicwhip/debate/2023-07-11e.258.1.4,house-of-commons,157
uk.org.publicwhip/debate/2023-07-11e.266.2,uk.org.publicwhip/debate/2023-07-11e.266.1.1,house-of-commons,158
uk.org.publicwhip/debate/2023-07-11e.270.2,uk.org.publicwhip/debate/2023-07-11e.270.1.2,house-of-commons,159
uk.org.publicwhip/debate/2023-07-11e.274.0,uk.org.publicwhip/debate/2023-07-11e.270.3.5,house-of-commons,160
uk.org.publicwhip/debate/2023-07-11e.278.0,uk.org.publicwhip/debate/2023-07-11e.274.1.5,house-of-commons,172
uk.org.publicwhip/debate/2023-07-11e.282.2,uk.org.publicwhip/debate/2023-07-11e.282.1.1,house-of-commons,161
uk.org.publicwhip/debate/2023-07-11e.286.2,uk.org.publicwhip/debate/2023-07-11e.286.1.1,house-of-commons,162
uk.org.publicwhip/debate/2023-07-11e.290.2,uk.org.publicwhip/debate/2023-07-11e.290.1.2,house-of-commons,163
uk.org.publicwhip/debate/2023-07-11e.294.2,uk.org.publicwhip/debate/2023-07-11e.294.1.1,house-of-commons,164
uk.org.publicwhip/debate/2023-07-11e.299.0,uk.org.publicwhip/debate/2023-07-11e.298.1.1,house-of-commons,165
uk.org.publicwhip/debate/2023-07-11e.303.2,uk.org.publicwhip/debate/2023-07-11e.303.1.1,house-of-commons,166
uk.org.publicwhip/debate/2023-07-11e.307.0,uk.org.publicwhip/debate/2023-07-11e.303.3.4,house-of-commons,167
uk.org.publicwhip/debate/2023-07-11e.311.0,uk.org.publicwhip/debate/2023-07-11e.310.1.1,house-of-commons,168
uk.org.publicwhip/debate/2023-07-11e.315.0,uk.org.publicwhip/debate/2023-07-11e.314.1.1,house-of-commons,169
uk.org.publicwhip/debate/2023-07-11e.319.0,uk.org.publicwhip/debate/2023-07-11e.318.2.1,house-of-commons,170
uk.org.publicwhip/debate/2023-07-12c.467.3,uk.org.publicwhip/debate/2023-07-12c.467.2.1,house-of-commons,26
uk.org.publicwhip/debate/2023-07-17d.672.0,uk.org.publicwhip/debate/2023-07-17d.638.3.1,house-of-commons,135
uk.org.publicwhip/debate/2023-07-17d.676.2,uk.org.publicwhip/debate/2023-07-17d.672.1.5,house-of-commons,127
uk.org.publicwhip/debate/2023-07-17d.680.2,uk.org.publicwhip/debate/2023-07-17d.680.1.1,house-of-commons,128
uk.org.publicwhip/debate/2023-07-17d.684.2,uk.org.publicwhip/debate/2023-07-17d.684.1.1,house-of-commons,129
uk.org.publicwhip/debate/2023-07-17d.688.0,uk.org.publicwhip/debate/2023-07-17d.684.3.4,house-of-commons,130
uk.org.publicwhip/debate/2023-07-17d.692.2,uk.org.publicwhip/debate/2023-07-17d.692.1.1,house-of-commons,131
uk.org.publicwhip/debate/2023-07-17d.696.2,uk.org.publicwhip/debate/2023-07-17d.696.1.1,house-of-commons,132
uk.org.publicwhip/debate/2023-07-17d.700.2,uk.org.publicwhip/debate/2023-07-17d.700.1.1,house-of-commons,133
uk.org.publicwhip/debate/2023-07-17d.704.3,uk.org.publicwhip/debate/2023-07-17d.704.2.1,house-of-commons,134
uk.org.publicwhip/debate/2023-07-17d.722.0,uk.org.publicwhip/debate/2023-07-17d.721.0.2,house-of-commons,136
uk.org.publicwhip/debate/2023-07-18c.855.3,uk.org.publicwhip/debate/2023-07-18c.855.2.1,house-of-commons,118
uk.org.publicwhip/debate/2023-07-18c.875.7,uk.org.publicwhip/debate/2023-07-18c.875.4.3,house-of-commons,119
uk.org.publicwhip/debate/2023-09-04c.119.0,uk.org.publicwhip/debate/2023-09-04c.119.0,house-of-commons,244
uk.org.publicwhip/debate/2023-09-04c.123.2,uk.org.publicwhip/debate/2023-09-04c.123.1.1,house-of-commons,243
uk.org.publicwhip/debate/2023-09-04c.127.0,uk.org.publicwhip/debate/2023-09-04c.123.3.8,house-of-commons,240
uk.org.publicwhip/debate/2023-09-04c.131.0,uk.org.publicwhip/debate/2023-09-04c.130.1.1,house-of-commons,241
uk.org.publicwhip/debate/2023-09-04c.135.0,uk.org.publicwhip/debate/2023-09-04c.131.1.5,house-of-commons,242
uk.org.publicwhip/debate/2023-09-05c.327.2,uk.org.publicwhip/debate/2023-09-05c.327.1.1,house-of-commons,235
uk.org.publicwhip/debate/2023-09-05c.332.0,uk.org.publicwhip/debate/2023-09-05c.331.1.1,house-of-commons,236
uk.org.publicwhip/debate/2023-09-05c.336.2,uk.org.publicwhip/debate/2023-09-05c.336.1.1,house-of-commons,237
uk.org.publicwhip/debate/2023-09-05c.340.2,uk.org.publicwhip/debate/2023-09-05c.340.1.1,house-of-commons,238
uk.org.publicwhip/debate/2023-09-05c.344.2,uk.org.publicwhip/debate/2023-09-05c.344.1.1,house-of-commons,239
uk.org.publicwhip/debate/2023-09-05c.393.0,uk.org.publicwhip/debate/2023-09-05c.387.1.182,house-of-commons,234
uk.org.publicwhip/debate/2023-09-06c.449.0,uk.org.publicwhip/debate/2023-09-06c.449.1.4,house-of-commons,219
uk.org.publicwhip/debate/2023-09-06c.505.0,uk.org.publicwhip/debate/2023-09-06c.454.2.1,house-of-commons,220
uk.org.publicwhip/debate/2023-09-12c.869.0,uk.org.publicwhip/debate/2023-09-12c.869.1.3,house-of-commons,184
uk.org.publicwhip/debate/2023-09-12c.873.0,uk.org.publicwhip/debate/2023-09-12c.872.9.1,house-of-commons,185
uk.org.publicwhip/debate/2023-09-13b.932.1,uk.org.publicwhip/debate/2023-09-13b.932.2.4,house-of-commons,115
uk.org.publicwhip/debate/2023-09-13b.949.3,uk.org.publicwhip/debate/2023-09-13b.949.1.1,house-of-commons,116
uk.org.publicwhip/debate/2023-09-13b.977.3,uk.org.publicwhip/debate/2023-09-13b.977.2.1,house-of-commons,117
uk.org.publicwhip/debate/2023-10-17e.177.0,uk.org.publicwhip/debate/2023-10-17e.175.2.1,house-of-commons,55
uk.org.publicwhip/debate/2023-10-17e.234.6,uk.org.publicwhip/debate/2023-10-17e.234.5.1,house-of-commons,72
uk.org.publicwhip/debate/2023-10-17e.237.2,uk.org.publicwhip/debate/2023-10-17e.237.1.1,house-of-commons,56
uk.org.publicwhip/debate/2023-10-17e.241.0,uk.org.publicwhip/debate/2023-10-17e.237.3.5,house-of-commons,57
uk.org.publicwhip/debate/2023-10-17e.244.0,uk.org.publicwhip/debate/2023-10-17e.241.1.4,house-of-commons,58
uk.org.publicwhip/debate/2023-10-17e.248.0,uk.org.publicwhip/debate/2023-10-17e.244.1.5,house-of-commons,59
uk.org.publicwhip/debate/2023-10-17e.252.2,uk.org.publicwhip/debate/2023-10-17e.252.1.1,house-of-commons,60
uk.org.publicwhip/debate/2023-10-17e.256.2,uk.org.publicwhip/debate/2023-10-17e.256.1.1,house-of-commons,61
uk.org.publicwhip/debate/2023-10-17e.260.2,uk.org.publicwhip/debate/2023-10-17e.260.1.1,house-of-commons,62
uk.org.publicwhip/debate/2023-10-17e.263.2,uk.org.publicwhip/debate/2023-10-17e.263.1.1,house-of-commons,63
uk.org.publicwhip/debate/2023-10-17e.267.2,uk.org.publicwhip/debate/2023-10-17e.267.1.1,house-of-commons,64
uk.org.publicwhip/debate/2023-10-17e.270.2,uk.org.publicwhip/debate/2023-10-17e.270.1.1,house-of-commons,65
uk.org.publicwhip/debate/2023-10-17e.274.2,uk.org.publicwhip/debate/2023-10-17e.274.1.1,house-of-commons,66
uk.org.publicwhip/debate/2023-10-17e.277.2,uk.org.publicwhip/debate/2023-10-17e.277.1.1,house-of-commons,67
uk.org.publicwhip/debate/2023-10-17e.280.2,uk.org.publicwhip/debate/2023-10-17e.280.1.1,house-of-commons,68
uk.org.publicwhip/debate/2023-10-17e.284.2,uk.org.publicwhip/debate/2023-10-17e.284.1.1,house-of-commons,69
uk.org.publicwhip/debate/2023-10-17e.287.2,uk.org.publicwhip/debate/2023-10-17e.287.1.1,house-of-commons,70
uk.org.publicwhip/debate/2023-10-17e.290.2,uk.org.publicwhip/debate/2023-10-17e.290.1.1,house-of-commons,71
uk.org.publicwhip/debate/2023-10-18a.362.0,uk.org.publicwhip/debate/2023-10-18a.361.9.5,house-of-commons,120
uk.org.publicwhip/debate/2023-10-24b.788.0,uk.org.publicwhip/debate/2023-10-24b.787.1.5,house-of-commons,37
uk.org.publicwhip/debate/2023-10-24b.791.2,uk.org.publicwhip/debate/2023-10-24b.791.1.1,house-of-commons,38
uk.org.publicwhip/debate/2023-10-25c.853.0,uk.org.publicwhip/debate/2023-10-25c.838.3.1,house-of-commons,224
uk.org.publicwhip/debate/2023-10-25c.857.3,uk.org.publicwhip/debate/2023-10-25c.857.2.2,house-of-commons,225
uk.org.publicwhip/debate/2023-10-25c.861.1,uk.org.publicwhip/debate/2023-10-25c.861.0.2,house-of-commons,226
uk.org.publicwhip/debate/2023-10-25c.921.0,uk.org.publicwhip/debate/2023-10-25c.920.5.1,house-of-commons,227
uk.org.publicwhip/debate/2023-10-25c.925.0,uk.org.publicwhip/debate/2023-10-25c.921.1.5,house-of-commons,228
uk.org.publicwhip/debate/2023-10-25c.928.0,uk.org.publicwhip/debate/2023-10-25c.925.1.3,house-of-commons,229
uk.org.publicwhip/debate/2023-10-25c.932.2,uk.org.publicwhip/debate/2023-10-25c.932.1.1,house-of-commons,230
uk.org.publicwhip/debate/2023-11-14c.614.1,uk.org.publicwhip/debate/2023-11-14c.614.2.4,house-of-commons,53
uk.org.publicwhip/debate/2023-11-15b.754.0,uk.org.publicwhip/debate/2023-11-15b.674.5.1,house-of-commons,208
uk.org.publicwhip/debate/2023-11-15b.757.0,uk.org.publicwhip/debate/2023-11-15b.754.1.5,house-of-commons,207
uk.org.publicwhip/debate/2023-11-15b.761.0,uk.org.publicwhip/debate/2023-11-15b.754.1.3,house-of-commons,209
uk.org.publicwhip/debate/2023-11-20c.141.0,uk.org.publicwhip/debate/2023-11-20c.140.7.1,house-of-commons,143
uk.org.publicwhip/debate/2023-11-20c.145.2,uk.org.publicwhip/debate/2023-11-20c.145.1.1,house-of-commons,144
uk.org.publicwhip/debate/2023-11-20c.82.2,uk.org.publicwhip/debate/2023-11-20c.82.1.1,house-of-commons,141
uk.org.publicwhip/debate/2023-11-20c.85.2,uk.org.publicwhip/debate/2023-11-20c.85.1.1,house-of-commons,142
uk.org.publicwhip/debate/2023-11-28b.794.5,uk.org.publicwhip/debate/2023-11-28b.794.2.1,house-of-commons,192
uk.org.publicwhip/debate/2023-11-28b.797.2,uk.org.publicwhip/debate/2023-11-28b.794.6.3,house-of-commons,193
uk.org.publicwhip/debate/2023-11-28b.801.0,uk.org.publicwhip/debate/2023-11-28b.797.3.3,house-of-commons,194
uk.org.publicwhip/debate/2023-11-29b.1007.0,uk.org.publicwhip/debate/2023-11-29b.1007.1.5,house-of-commons,97
uk.org.publicwhip/debate/2023-11-29b.1016.1,uk.org.publicwhip/debate/2023-11-29b.1015.0.1,house-of-commons,90
uk.org.publicwhip/debate/2023-11-29b.1033.3,uk.org.publicwhip/debate/2023-11-29b.1033.2.1,house-of-commons,98
