gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2024-04-29a.111.1.1,uk.org.publicwhip/debate/2024-04-29a.111.1,2024-04-29,New Clause 3: Post Office (Horizon System)  Offences Bill,"New Clause 3 - Power of Department of Justice to make further consequential provision
“(1) The Department of Justice in Northern Ireland may by regulations make provision that—
(a) is consequential on any provision made by this Act, and
(b) is transferred Northern Ireland provision.
(2) For the purposes of this section “transferred Northern Ireland provision” means provision that—
(a) would be within the legislative competence of the Northern Ireland Assembly if it were contained in an Act of that Assembly, and
(b) would not, if it were contained in a Bill in the Northern Ireland Assembly, result in the Bill requiring the consent of the Secretary of State under section 8 of the Northern Ireland Act 1998.
(3) The power to make regulations under this section may, in particular, be exercised by amending or modifying any provision made by or under primary legislation passed or made before, or in the same session of Parliament as, this Act.
(4) Regulations under this section—
(a) may make different provision for different purposes;
(b) may contain supplementary, incidental, consequential, transitional or saving provision.
(5) The power to make regulations under this section is exercisable by statutory rule for the purposes of the Statutory Rules (Northern Ireland) Order 1979 (S.I. 1979/1573 (N.I. 12)).
(6) Regulations under this section that amend any provision of primary legislation may not be made unless a draft of the regulations has been laid before, and approved by a resolution of, the Northern Ireland Assembly.
(7) Any other regulations under this section are subject to negative resolution within the meaning given by section 41(6) of the Interpretation Act (Northern Ireland) 1954.
(8) In this section “primary legislation” has the same meaning as in section 7.”—(Kevin Hollinrake.)",house-of-commons,241
uk.org.publicwhip/debate/2024-04-29a.118.10.1,uk.org.publicwhip/debate/2024-04-29a.118.10,2024-04-29,Delegated Legislation: National Crime Agency,"That the draft National Crime Agency (Directed Tasking) Order 2023, which was laid before this House on 7 December 2023, be approved.—(Joy Morrissey.)",house-of-commons,242
uk.org.publicwhip/debate/2024-04-29a.118.8.1,uk.org.publicwhip/debate/2024-04-29a.118.8,2024-04-29,Delegated Legislation: Sea Fisheries,"That the draft Sea Fisheries (International Commission for the Conservation of Atlantic Tunas) (Amendment) (No. 2) Regulations 2024, which were laid before this House on 14 March, be approved.",house-of-commons,243
uk.org.publicwhip/debate/2024-04-29a.119.1.1,uk.org.publicwhip/debate/2024-04-29a.119.1,2024-04-29,House of Commons Members’ Fund,"Motion made, and Question proposed,
That the sum to be deducted from the salaries of Members of the House of Commons in pursuance of section 4(1) and (2) of the House of Commons Members’ Fund Act 2016 shall for the financial year 2024-25 be £2.20 per month.—(Penny Mordaunt.)",house-of-commons,244
uk.org.publicwhip/debate/2024-04-29a.119.7.1,uk.org.publicwhip/debate/2024-04-29a.119.7,2024-04-29,Speaker’s Committee for the Independent Parliamentary Standards Authority,"Motion made, and Question Proposed,
That, in pursuance of paragraph 2A of Schedule 3 of the Parliamentary Standards Act 2009, Ms Tina Fahm be appointed as a lay member of the Speaker’s Committee for the Independent Parliamentary Standards Authority for a period of five years from 6 May 2024 to 4 May 2029.—(Penny Mordaunt.)",house-of-commons,245
uk.org.publicwhip/debate/2024-04-29a.121.1.1,uk.org.publicwhip/debate/2024-04-29a.121.1,2024-04-29,Adjournment Debate: Post-16 Education: Isles of Scilly,"Motion made, and Question proposed, That this House do now adjourn.—(Joy Morrissey.)",house-of-commons,246
uk.org.publicwhip/debate/2024-04-29a.65.2.2,uk.org.publicwhip/debate/2024-04-29a.65.2,2024-04-29,Post Office (Horizon System) Offences Bill (Instructions),"Motion made, and Question proposed,
That it be an Instruction to the Committee on the Post Office (Horizon System) Offences Bill that it has power to make provision in the Bill for it to extend to Northern Ireland.—(Robert Largan.)",house-of-commons,238
uk.org.publicwhip/debate/2024-04-29a.65.5.1,uk.org.publicwhip/debate/2024-04-29a.65.5,2024-04-29,Post Office (Horizon System) Offences Bill (Instructions),"I beg to move,
That it be an Instruction to the Committee on the Bill that it have leave to make provision relating to Scotland.",house-of-commons,10
uk.org.publicwhip/debate/2024-04-30a.171.2.1,uk.org.publicwhip/debate/2024-04-30a.171.2,2024-04-30,Leave for Bill: Public Amenities (Adoption  by Local Authorities),"I beg to move,
That leave be given to bring in a Bill to require local authorities to adopt public amenities in certain circumstances where specified minimum standards are met; and for connected purposes.",house-of-commons,640
uk.org.publicwhip/debate/2024-04-30a.174.1.1,uk.org.publicwhip/debate/2024-04-30a.174.1,2024-04-30,"Digital Markets, Competition and Consumers Bill: Programme (No. 3)","Motion made, and Question put forthwith (Standing Order No. 83A(7)),
That the following provisions shall apply to the Digital Markets, Competition and Consumers Bill for the purpose of supplementing the Order of 17 May 2023 (Digital Markets, Competition and Consumers Bill: Programme) as varied by the Order of 20 November 2023 (Digital Markets, Competition and Consumers Bill: Programme (No. 2)):
Consideration of Lords Amendments
(1) Proceedings on consideration of Lords Amendments shall (so far as not previously concluded) be brought to a conclusion four hours after their commencement.
(2) The Lords Amendments shall be considered in the following order: Lords Amendments 9, 12, 13, 19, 26, 27, 28, 31, 32, 38, 104, 1 to 8, 10, 11, 14 to 18, 20 to 25, 29, 30, 33 to 37, 39 to 103 and 105 to 148.
Subsequent stages
(3) Any further Message from the Lords may be considered forthwith without any Question being put.
(4) The proceedings on any further Message from the Lords shall (so far as not previously concluded) be brought to a conclusion one hour after their commencement.—(Mark Fletcher.)",house-of-commons,641
uk.org.publicwhip/debate/2024-04-30a.211.0.2,uk.org.publicwhip/debate/2024-04-30a.211.0,2024-04-30,Disagree: Lords amendment 9,"Question put, That this House disagrees with Lords amendment 9.",house-of-commons,142
uk.org.publicwhip/debate/2024-04-30a.214.1.1,uk.org.publicwhip/debate/2024-04-30a.214.1,2024-04-30,Disagree: Lords amendment 12,"Motion made, and Question put, That this House disagrees with Lords amendment 12.—(Kevin Hollinrake.)",house-of-commons,138
uk.org.publicwhip/debate/2024-04-30a.218.1.1,uk.org.publicwhip/debate/2024-04-30a.218.1,2024-04-30,Disagree: Lords amendment 26,"Motion made, and Question put, That this House disagrees with Lords amendment 26.—(Kevin Hollinrake.)",house-of-commons,139
uk.org.publicwhip/debate/2024-04-30a.221.1.1,uk.org.publicwhip/debate/2024-04-30a.221.1,2024-04-30,Disagree: Lords amendment 31,"Motion made, and Question put, That this House disagrees with Lords amendment 31.—(Kevin Hollinrake.)",house-of-commons,140
uk.org.publicwhip/debate/2024-04-30a.225.3.1,uk.org.publicwhip/debate/2024-04-30a.225.3,2024-04-30,Disagree: Lords amendment 104,"Motion made, and Question put, That this House disagrees with Lords amendment 104.—(Kevin Hollinrake.)",house-of-commons,141
uk.org.publicwhip/debate/2024-04-30a.228.2.1,uk.org.publicwhip/debate/2024-04-30a.228.2,2024-04-30,Delegated Legislation,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Combined Authorities (Finance) (Amendment) Regulations 2024, which were laid before this House on 21 March, be approved.—(Paul Holmes.)",house-of-commons,642
uk.org.publicwhip/debate/2024-04-30a.228.4.3,uk.org.publicwhip/debate/2024-04-30a.228.4,2024-04-30,Approve: Difference (Sustainable Industry Rewards) Regulations 2024,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Contracts for Difference (Sustainable Industry Rewards) Regulations 2024, which were laid before this House on 21 March, be approved.—(Paul Holmes.)",house-of-commons,643
uk.org.publicwhip/debate/2024-04-30a.229.1.3,uk.org.publicwhip/debate/2024-04-30a.229.1,2024-04-30,Approve: Goods Vehicles (International Road Transport Permits and Haulage Within the EU) Regulations 2024,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Goods Vehicles (International Road Transport Permits and Haulage Within the EU) Regulations 2024, which were laid before this House on 4 March, be approved.—(Paul Holmes.)",house-of-commons,644
uk.org.publicwhip/debate/2024-04-30a.233.1.1,uk.org.publicwhip/debate/2024-04-30a.233.1,2024-04-30,Adjournment Debate: Heathrow Airport: Western Rail Link,"Motion made, and Question proposed, That this House do now adjourn.—(Paul Holmes.)",house-of-commons,645
uk.org.publicwhip/debate/2024-05-01a.293.2.1,uk.org.publicwhip/debate/2024-05-01a.293.2,2024-05-01,Leave for Bill: Road Traffic (Testing of Blood),"I beg to move,
That leave be given to bring in a Bill to amend section 7A of the Road Traffic Act 1988 to provide that a specimen of blood may be subjected to a laboratory test without the permission of the person from whom it was taken; and for connected purposes.",house-of-commons,383
uk.org.publicwhip/debate/2024-05-01a.310.4.1,uk.org.publicwhip/debate/2024-05-01a.310.4,2024-05-01,Third Reading: Automated Vehicles Bill [Lords],"I beg to move, That the Bill be now read the Third time.",house-of-commons,384
uk.org.publicwhip/debate/2024-05-01a.312.3.1,uk.org.publicwhip/debate/2024-05-01a.312.3,2024-05-01,Immigration,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Immigration (Leave to Enter and Remain) (Amendment) Order 2024, which was laid before this House on 11 March, be approved.—(Mr Gagan Mohindra.)",house-of-commons,385
