gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,negative,__index_level_0__
uk.org.publicwhip/debate/2020-02-26b.428.3.2,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.428.2,"",uk.org.publicwhip/debate/2020-02-26b.428.3,b428.3/2,Question agreed to.,Environment Bill (Programme),uk.org.publicwhip/debate/2020-02-26b.427.3.1,house-of-commons,,388
uk.org.publicwhip/debate/2020-02-26b.428.5.6,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.428.4,"",uk.org.publicwhip/debate/2020-02-26b.428.5,b428.5/6,Question agreed to.,Environment Bill (Money),uk.org.publicwhip/debate/2020-02-26b.428.5.2,house-of-commons,,389
uk.org.publicwhip/debate/2020-02-26b.428.7.7,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.428.6,"",uk.org.publicwhip/debate/2020-02-26b.428.7,b428.7/7,Question agreed to.,Environment Bill (Ways and Means),uk.org.publicwhip/debate/2020-02-26b.428.7.1,house-of-commons,,390
uk.org.publicwhip/debate/2020-02-26b.428.9.3,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.428.8,"",uk.org.publicwhip/debate/2020-02-26b.428.9,b428.9/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2020-02-26b.428.9.1,house-of-commons,,391
uk.org.publicwhip/debate/2020-02-26b.435.1.2,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.429.0,"",uk.org.publicwhip/debate/2020-02-26b.435.1,b435.1/2,Question put and agreed to.,Prevention and Suppression of Terrorism,uk.org.publicwhip/debate/2020-02-26b.429.4.1,house-of-commons,,392
uk.org.publicwhip/debate/2020-02-26b.435.6.3,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.435.3,uk.org.publicwhip/debate/2020-02-26b.435.5,uk.org.publicwhip/debate/2020-02-26b.435.6,b435.6/3,Question agreed to.,Delegated Legislation: social security,uk.org.publicwhip/debate/2020-02-26b.435.6.2,house-of-commons,,393
uk.org.publicwhip/debate/2020-02-26b.435.8.2,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.435.3,uk.org.publicwhip/debate/2020-02-26b.435.7,uk.org.publicwhip/debate/2020-02-26b.435.8,b435.8/2,Question agreed to.,Delegated Legislation: social security,uk.org.publicwhip/debate/2020-02-26b.435.6.4,house-of-commons,,394
uk.org.publicwhip/debate/2020-02-26b.436.1.2,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.435.3,uk.org.publicwhip/debate/2020-02-26b.436.0,uk.org.publicwhip/debate/2020-02-26b.436.1,b436.1/2,Question agreed to.,Delegated Legislation: church of england (miscellaneous provisions) measure,uk.org.publicwhip/debate/2020-02-26b.435.8.3,house-of-commons,,395
uk.org.publicwhip/debate/2020-02-26b.442.0.12,2020-02-26,uk.org.publicwhip/debate/2020-02-26b.437.0,"",uk.org.publicwhip/debate/2020-02-26b.442.0,b442.0/12,Question put and agreed to.,Adjournment Debate: Secondary Education: Ellesmere Port,uk.org.publicwhip/debate/2020-02-26b.437.1.1,house-of-commons,,396
uk.org.publicwhip/debate/2020-02-27a.581.2.2,2020-02-27,uk.org.publicwhip/debate/2020-02-27a.522.0,"",uk.org.publicwhip/debate/2020-02-27a.581.2,a581.2/2,Question put and agreed to.,Welsh Affairs,uk.org.publicwhip/debate/2020-02-27a.522.1.1,house-of-commons,,515
uk.org.publicwhip/debate/2020-02-27a.586.2.13,2020-02-27,uk.org.publicwhip/debate/2020-02-27a.582.0,"",uk.org.publicwhip/debate/2020-02-27a.586.2,a586.2/13,Question put and agreed to.,Adjournment Debate: Crime (West Sandwell),uk.org.publicwhip/debate/2020-02-27a.582.1.1,house-of-commons,,516
uk.org.publicwhip/debate/2020-03-02d.691.1.6,2020-03-02,uk.org.publicwhip/debate/2020-03-02d.659.0,"",uk.org.publicwhip/debate/2020-03-02d.691.1,d691.1/6,Question put and agreed to.,Second Reading: Medicines and Medical Devices Bill,uk.org.publicwhip/debate/2020-03-02d.659.2.1,house-of-commons,,153
uk.org.publicwhip/debate/2020-03-02d.692.11.6,2020-03-02,uk.org.publicwhip/debate/2020-03-02d.692.10,"",uk.org.publicwhip/debate/2020-03-02d.692.11,d692.11/6,Question agreed to.,Medicines and Medical Devices Bill (Money),uk.org.publicwhip/debate/2020-03-02d.692.11.2,house-of-commons,,154
uk.org.publicwhip/debate/2020-03-02d.692.9.2,2020-03-02,uk.org.publicwhip/debate/2020-03-02d.692.8,"",uk.org.publicwhip/debate/2020-03-02d.692.9,d692.9/2,Question agreed to.,Medicines and Medical Devices Bill (Programme),uk.org.publicwhip/debate/2020-03-02d.692.1.1,house-of-commons,,155
uk.org.publicwhip/debate/2020-03-02d.709.7.5,2020-03-02,uk.org.publicwhip/debate/2020-03-02d.694.0,"",uk.org.publicwhip/debate/2020-03-02d.709.7,d709.7/5,Question put and agreed to.,High Speed Rail (West Midlands - Crewe) Bill: Revival,uk.org.publicwhip/debate/2020-03-02d.694.2.1,house-of-commons,,156
uk.org.publicwhip/debate/2020-03-03d.780.2.17,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.780.0,"",uk.org.publicwhip/debate/2020-03-03d.780.2,d780.2/17,Question put and agreed to.,Leave for Bill: Rule of Law (Enforcement by Public Authorities),uk.org.publicwhip/debate/2020-03-03d.780.2.1,house-of-commons,,627
uk.org.publicwhip/debate/2020-03-03d.782.1.2,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.782.0,"",uk.org.publicwhip/debate/2020-03-03d.782.1,d782.1/2,Question agreed to.,Third Reading: Supply and Appropriation (Anticipation and Adjustments) Bill,uk.org.publicwhip/debate/2020-03-03d.782.1.4,house-of-commons,,628
uk.org.publicwhip/debate/2020-03-03d.782.1.5,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.782.0,"",uk.org.publicwhip/debate/2020-03-03d.782.1,d782.1/5,Question agreed to.,Second Reading: Supply and Appropriation (Anticipation and Adjustments) Bill,uk.org.publicwhip/debate/2020-03-03d.782.1.1,house-of-commons,,629
uk.org.publicwhip/debate/2020-03-03d.790.0.6,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.784.0,uk.org.publicwhip/debate/2020-03-03d.784.3,uk.org.publicwhip/debate/2020-03-03d.790.0,d790.0/6,Amendment 1 agreed to.,Prisoners (Disclosure of Information About Victims) Bill: Murder or manslaughter: prisoner's non-disclosure of information,uk.org.publicwhip/debate/2020-03-03d.790.0.7,house-of-commons,,630
uk.org.publicwhip/debate/2020-03-03d.792.3.2,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.784.0,uk.org.publicwhip/debate/2020-03-03d.784.3,uk.org.publicwhip/debate/2020-03-03d.792.3,d792.3/2,Question put and agreed to.,Prisoners (Disclosure of Information About Victims) Bill: Murder or manslaughter: prisoner's non-disclosure of information,uk.org.publicwhip/debate/2020-03-03d.792.0.2,house-of-commons,,631
uk.org.publicwhip/debate/2020-03-03d.804.1.6,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.797.0,"",uk.org.publicwhip/debate/2020-03-03d.804.1,d804.1/6,Question put and agreed to.,Approve: Statutory Parental Bereavement Pay (General) Regulations 2020,uk.org.publicwhip/debate/2020-03-03d.797.1.1,house-of-commons,,632
uk.org.publicwhip/debate/2020-03-03d.806.3.2,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.805.1,uk.org.publicwhip/debate/2020-03-03d.806.2,uk.org.publicwhip/debate/2020-03-03d.806.3,d806.3/2,Question agreed to.,Approve: Scotland Act 1998 (Transfer of Functions to the Scottish Ministers etc.) Order 2020,uk.org.publicwhip/debate/2020-03-03d.806.3.1,house-of-commons,,633
uk.org.publicwhip/debate/2020-03-03d.816.2.4,2020-03-03,uk.org.publicwhip/debate/2020-03-03d.808.0,"",uk.org.publicwhip/debate/2020-03-03d.816.2,d816.2/4,Question put and agreed to.,Adjournment Debate: Climate Protests in Cambridge: Police Response,uk.org.publicwhip/debate/2020-03-03d.808.1.1,house-of-commons,,634
uk.org.publicwhip/debate/2020-03-04d.842.2.16,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.842.0,"",uk.org.publicwhip/debate/2020-03-04d.842.2,d842.2/16,Question put and agreed to.,Leave for Bill: June Bank Holiday (Creation),uk.org.publicwhip/debate/2020-03-04d.842.2.1,house-of-commons,,122
uk.org.publicwhip/debate/2020-03-04d.897.1.4,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.845.1,"",uk.org.publicwhip/debate/2020-03-04d.897.1,d897.1/4,Question agreed to.,Flooding,uk.org.publicwhip/debate/2020-03-04d.897.1.3,house-of-commons,,124
uk.org.publicwhip/debate/2020-03-04d.897.1.5,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.845.1,"",uk.org.publicwhip/debate/2020-03-04d.897.1,d897.1/5,"Main Question, as amended, put and agreed to.",Flooding,uk.org.publicwhip/debate/2020-03-04d.897.1.6,house-of-commons,,123
uk.org.publicwhip/debate/2020-03-04d.947.0.3,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.903.0,"",uk.org.publicwhip/debate/2020-03-04d.947.0,d947.0/3,Question agreed to.,Health Inequalities,uk.org.publicwhip/debate/2020-03-04d.947.0.2,house-of-commons,,126
uk.org.publicwhip/debate/2020-03-04d.948.1.4,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.903.0,"",uk.org.publicwhip/debate/2020-03-04d.948.1,d948.1/4,Question agreed to.,Health Inequalities,uk.org.publicwhip/debate/2020-03-04d.948.1.3,house-of-commons,,127
uk.org.publicwhip/debate/2020-03-04d.948.1.5,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.903.0,"",uk.org.publicwhip/debate/2020-03-04d.948.1,d948.1/5,"Main Question, as amended, put and agreed to.",Health Inequalities,uk.org.publicwhip/debate/2020-03-04d.948.1.6,house-of-commons,,125
uk.org.publicwhip/debate/2020-03-04d.958.1.5,2020-03-04,uk.org.publicwhip/debate/2020-03-04d.953.0,"",uk.org.publicwhip/debate/2020-03-04d.958.1,d958.1/5,Question put and agreed to.,Adjournment Debate: Children in the Care System: Sibling Contact,uk.org.publicwhip/debate/2020-03-04d.953.1.1,house-of-commons,,128
uk.org.publicwhip/debate/2020-03-05c.1069.1.9,2020-03-05,uk.org.publicwhip/debate/2020-03-05c.1009.0,"",uk.org.publicwhip/debate/2020-03-05c.1069.1,c1069.1/9,Question put and agreed to.,International Women’s Day,uk.org.publicwhip/debate/2020-03-05c.1009.1.1,house-of-commons,,63
uk.org.publicwhip/debate/2020-03-05c.1081.0.2,2020-03-05,uk.org.publicwhip/debate/2020-03-05c.1071.0,"",uk.org.publicwhip/debate/2020-03-05c.1081.0,c1081.0/2,Question put and agreed to.,Adjournment Debate: WHO Framework Convention on  Tobacco Control,uk.org.publicwhip/debate/2020-03-05c.1071.1.1,house-of-commons,,64
uk.org.publicwhip/debate/2020-03-09c.123.1.11,2020-03-09,uk.org.publicwhip/debate/2020-03-09c.85.0,"",uk.org.publicwhip/debate/2020-03-09c.123.1,c123.1/11,Question put and agreed to.,Commonwealth in 2020,uk.org.publicwhip/debate/2020-03-09c.85.1.1,house-of-commons,,211
uk.org.publicwhip/debate/2020-03-09c.133.3.3,2020-03-09,uk.org.publicwhip/debate/2020-03-09c.126.0,"",uk.org.publicwhip/debate/2020-03-09c.133.3,c133.3/3,Question put and agreed to.,Adjournment Debate: Flood Prevention: Rainwater Attenuation and Reservoirs,uk.org.publicwhip/debate/2020-03-09c.131.1.4,house-of-commons,,212
uk.org.publicwhip/debate/2020-03-09c.81.1.17,2020-03-09,uk.org.publicwhip/debate/2020-03-09c.41.0,"",uk.org.publicwhip/debate/2020-03-09c.81.1,c81.1/17,Question put and agreed to.,Second Reading: Birmingham Commonwealth Games  Bill [Lords],uk.org.publicwhip/debate/2020-03-09c.41.3.1,house-of-commons,,208
uk.org.publicwhip/debate/2020-03-09c.84.11.4,2020-03-09,uk.org.publicwhip/debate/2020-03-09c.84.10,"",uk.org.publicwhip/debate/2020-03-09c.84.11,c84.11/4,Question agreed to.,BIRMINGHAM COMMONWEALTH GAMES BILL [LORDS] (Money),uk.org.publicwhip/debate/2020-03-09c.84.11.2,house-of-commons,,209
uk.org.publicwhip/debate/2020-03-09c.84.9.2,2020-03-09,uk.org.publicwhip/debate/2020-03-09c.84.8,"",uk.org.publicwhip/debate/2020-03-09c.84.9,c84.9/2,Question agreed to.,Birmingham Commonwealth Games Bill [Lords] (Programme),uk.org.publicwhip/debate/2020-03-09c.84.1.1,house-of-commons,,210
uk.org.publicwhip/debate/2020-03-10a.166.2.9,2020-03-10,uk.org.publicwhip/debate/2020-03-10a.166.0,"",uk.org.publicwhip/debate/2020-03-10a.166.2,a166.2/9,Question put and agreed to.,Leave for Bill: Aviation Banning Orders  (Disruptive Passengers),uk.org.publicwhip/debate/2020-03-10a.166.2.1,house-of-commons,,223
uk.org.publicwhip/debate/2020-03-10a.216.0.2,2020-03-10,uk.org.publicwhip/debate/2020-03-10a.168.0,uk.org.publicwhip/debate/2020-03-10a.168.3,uk.org.publicwhip/debate/2020-03-10a.216.0,a216.0/2,Question put and agreed to.,Third Reading: Telecommunications Infrastructure (Leasehold Property) Bill,uk.org.publicwhip/debate/2020-03-10a.213.0.1,house-of-commons,,224
uk.org.publicwhip/debate/2020-03-10a.247.0.7,2020-03-10,uk.org.publicwhip/debate/2020-03-10a.217.1,"",uk.org.publicwhip/debate/2020-03-10a.247.0,a247.0/7,Question put and agreed to.,"Lesbian, Bisexual and Trans Women’s Health Inequalities",uk.org.publicwhip/debate/2020-03-10a.217.2.1,house-of-commons,,225
uk.org.publicwhip/debate/2020-03-10a.253.0.13,2020-03-10,uk.org.publicwhip/debate/2020-03-10a.250.0,"",uk.org.publicwhip/debate/2020-03-10a.253.0,a253.0/13,Question put and agreed to.,Adjournment Debate: East Putney Station: Step-free Access,uk.org.publicwhip/debate/2020-03-10a.250.1.1,house-of-commons,,226
uk.org.publicwhip/debate/2020-03-11b.293.1.5,2020-03-11,uk.org.publicwhip/debate/2020-03-11b.293.0,"",uk.org.publicwhip/debate/2020-03-11b.293.1,b293.1/5,Question agreed to.,Provisional Collection of Taxes,uk.org.publicwhip/debate/2020-03-11b.293.1.1,house-of-commons,,323
uk.org.publicwhip/debate/2020-03-11b.407.1.6,2020-03-11,uk.org.publicwhip/debate/2020-03-11b.401.0,"",uk.org.publicwhip/debate/2020-03-11b.407.1,b407.1/6,Question put and agreed to.,Adjournment Debate: Electric Car Batteries: Disposal and Recycling,uk.org.publicwhip/debate/2020-03-11b.401.1.1,house-of-commons,,324
uk.org.publicwhip/debate/2020-03-12b.538.4.2,2020-03-12,uk.org.publicwhip/debate/2020-03-12b.538.1,uk.org.publicwhip/debate/2020-03-12b.538.3,uk.org.publicwhip/debate/2020-03-12b.538.4,b538.4/2,Question agreed to.,Delegated Legislation: Social Security,uk.org.publicwhip/debate/2020-03-12b.538.4.1,house-of-commons,,270
uk.org.publicwhip/debate/2020-03-12b.538.6.2,2020-03-12,uk.org.publicwhip/debate/2020-03-12b.538.1,uk.org.publicwhip/debate/2020-03-12b.538.5,uk.org.publicwhip/debate/2020-03-12b.538.6,b538.6/2,Question agreed to.,Delegated Legislation: Social Security,uk.org.publicwhip/debate/2020-03-12b.538.4.3,house-of-commons,,271
uk.org.publicwhip/debate/2020-03-13a.589.0.6,2020-03-13,uk.org.publicwhip/debate/2020-03-13a.549.2,"",uk.org.publicwhip/debate/2020-03-13a.589.0,a589.0/6,Question put and agreed to.,Second Reading: Education (Guidance about Costs of School Uniforms) Bill,uk.org.publicwhip/debate/2020-03-13a.549.4.1,house-of-commons,,172
uk.org.publicwhip/debate/2020-03-13a.609.0.2,2020-03-13,uk.org.publicwhip/debate/2020-03-13a.590.0,"",uk.org.publicwhip/debate/2020-03-13a.609.0,a609.0/2,Question put and agreed to.,Second Reading: British Library Board  (Power to Borrow) Bill,uk.org.publicwhip/debate/2020-03-13a.590.2.1,house-of-commons,,173
uk.org.publicwhip/debate/2020-03-13a.618.0.4,2020-03-13,uk.org.publicwhip/debate/2020-03-13a.610.0,"",uk.org.publicwhip/debate/2020-03-13a.618.0,a618.0/4,Question put and agreed to.,Second Reading: Education and Training (Welfare of Children) Bill,uk.org.publicwhip/debate/2020-03-13a.610.2.1,house-of-commons,,174
uk.org.publicwhip/debate/2020-03-13a.632.1.5,2020-03-13,uk.org.publicwhip/debate/2020-03-13a.627.0,"",uk.org.publicwhip/debate/2020-03-13a.632.1,a632.1/5,Question put and agreed to.,Adjournment Debate: Roadworks: Rayleigh,uk.org.publicwhip/debate/2020-03-13a.627.1.1,house-of-commons,,175
uk.org.publicwhip/debate/2020-03-16a.656.2.21,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.656.0,"",uk.org.publicwhip/debate/2020-03-16a.656.2,a656.2/21,Question put and agreed to.,Leave for Bill: Assaults on Retail Workers (Offences),uk.org.publicwhip/debate/2020-03-16a.656.2.1,house-of-commons,,455
uk.org.publicwhip/debate/2020-03-16a.767.4.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.767.3,uk.org.publicwhip/debate/2020-03-16a.767.4,a767.4/2,Question agreed to.,Approve: Gambling Act 2005 (Variation of Monetary Limits) Order 2020,uk.org.publicwhip/debate/2020-03-16a.767.4.1,house-of-commons,,456
uk.org.publicwhip/debate/2020-03-16a.768.1.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.0,uk.org.publicwhip/debate/2020-03-16a.768.1,a768.1/2,Question agreed to.,Approve: Health Protection (Coronavirus) Regulations 2020,uk.org.publicwhip/debate/2020-03-16a.767.4.3,house-of-commons,,457
uk.org.publicwhip/debate/2020-03-16a.768.11.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.10,uk.org.publicwhip/debate/2020-03-16a.768.11,a768.11/2,Question agreed to.,Approve: Tribunal Staff (Costs) Regulations 2020,uk.org.publicwhip/debate/2020-03-16a.768.9.3,house-of-commons,,458
uk.org.publicwhip/debate/2020-03-16a.768.3.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.2,uk.org.publicwhip/debate/2020-03-16a.768.3,a768.3/2,Question agreed to.,Delegated Legislation: PUBLIC HEALTH,uk.org.publicwhip/debate/2020-03-16a.768.1.3,house-of-commons,,459
uk.org.publicwhip/debate/2020-03-16a.768.5.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.4,uk.org.publicwhip/debate/2020-03-16a.768.5,a768.5/2,Question agreed to.,Approve: Risk Transformation (Amendment) Regulations 2020,uk.org.publicwhip/debate/2020-03-16a.768.3.3,house-of-commons,,460
uk.org.publicwhip/debate/2020-03-16a.768.7.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.6,uk.org.publicwhip/debate/2020-03-16a.768.7,a768.7/2,Question agreed to.,Delegated Legislation: FINANCIAL SERVICES AND MARKETS,uk.org.publicwhip/debate/2020-03-16a.768.5.3,house-of-commons,,461
uk.org.publicwhip/debate/2020-03-16a.768.9.2,2020-03-16,uk.org.publicwhip/debate/2020-03-16a.767.1,uk.org.publicwhip/debate/2020-03-16a.768.8,uk.org.publicwhip/debate/2020-03-16a.768.9,a768.9/2,Question agreed to.,Delegated Legislation: DEFENCE,uk.org.publicwhip/debate/2020-03-16a.768.7.3,house-of-commons,,462
uk.org.publicwhip/debate/2020-03-17c.824.2.12,2020-03-17,uk.org.publicwhip/debate/2020-03-17c.824.0,"",uk.org.publicwhip/debate/2020-03-17c.824.2,c824.2/12,Question put and agreed to.,Leave for Bill: Company Transparency (Carbon in Supply Chains),uk.org.publicwhip/debate/2020-03-17c.824.2.1,house-of-commons,,111
uk.org.publicwhip/debate/2020-03-17c.906.1.6,2020-03-17,uk.org.publicwhip/debate/2020-03-17c.827.1,"",uk.org.publicwhip/debate/2020-03-17c.906.1,c906.1/6,Question put and agreed to.,Income tax (charge),uk.org.publicwhip/debate/2020-03-17c.827.2.2,house-of-commons,,112
uk.org.publicwhip/debate/2020-03-17c.929.3.2,2020-03-17,uk.org.publicwhip/debate/2020-03-17c.929.0,uk.org.publicwhip/debate/2020-03-17c.929.2,uk.org.publicwhip/debate/2020-03-17c.929.3,c929.3/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2020-03-17c.929.1.1,house-of-commons,,113
uk.org.publicwhip/debate/2020-03-17c.929.5.2,2020-03-17,uk.org.publicwhip/debate/2020-03-17c.929.0,uk.org.publicwhip/debate/2020-03-17c.929.4,uk.org.publicwhip/debate/2020-03-17c.929.5,c929.5/2,Question agreed to.,Delegated Legislation: Ecclesiastical Law,uk.org.publicwhip/debate/2020-03-17c.929.3.3,house-of-commons,,114
uk.org.publicwhip/debate/2020-03-18a.1006.2.16,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1006.0,"",uk.org.publicwhip/debate/2020-03-18a.1006.2,a1006.2/16,Question put and agreed to.,Leave for Bill: Children (Access to Treatment),uk.org.publicwhip/debate/2020-03-18a.1006.2.1,house-of-commons,,463
uk.org.publicwhip/debate/2020-03-18a.1047.1.6,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1009.1,"",uk.org.publicwhip/debate/2020-03-18a.1047.1,a1047.1/6,Question put and agreed to.,Statutory Sick Pay and Protection for Workers,uk.org.publicwhip/debate/2020-03-18a.1009.2.1,house-of-commons,,464
uk.org.publicwhip/debate/2020-03-18a.1081.3.5,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1049.0,"",uk.org.publicwhip/debate/2020-03-18a.1081.3,a1081.3/5,Question put and agreed to.,Local Government Responsibilities:  Public Services,uk.org.publicwhip/debate/2020-03-18a.1049.1.1,house-of-commons,,465
uk.org.publicwhip/debate/2020-03-18a.1107.7.2,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1107.6,"",uk.org.publicwhip/debate/2020-03-18a.1107.7,a1107.7/2,Question agreed to.,Second Reading: Sentencing (Pre-consolidation Amendments) Bill [Lords],uk.org.publicwhip/debate/2020-03-18a.1107.7.1,house-of-commons,,466
uk.org.publicwhip/debate/2020-03-18a.1108.7.2,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1108.0,uk.org.publicwhip/debate/2020-03-18a.1108.6,uk.org.publicwhip/debate/2020-03-18a.1108.7,a1108.7/2,Question agreed to.,Delegated Legislation: Local Government,uk.org.publicwhip/debate/2020-03-18a.1108.7.1,house-of-commons,,467
uk.org.publicwhip/debate/2020-03-18a.1113.0.10,2020-03-18,uk.org.publicwhip/debate/2020-03-18a.1109.0,"",uk.org.publicwhip/debate/2020-03-18a.1113.0,a1113.0/10,Question put and agreed to.,Adjournment Debate: Future of Farming: Somerset,uk.org.publicwhip/debate/2020-03-18a.1109.2.21,house-of-commons,,468
uk.org.publicwhip/debate/2020-03-19a.1223.1.3,2020-03-19,uk.org.publicwhip/debate/2020-03-19a.1191.0,"",uk.org.publicwhip/debate/2020-03-19a.1223.1,a1223.1/3,Question put and agreed to.,Loan Charge 2019:  Sir Amyas Morse Review,uk.org.publicwhip/debate/2020-03-19a.1191.3.1,house-of-commons,,484
uk.org.publicwhip/debate/2020-03-19a.1252.1.4,2020-03-19,uk.org.publicwhip/debate/2020-03-19a.1247.0,"",uk.org.publicwhip/debate/2020-03-19a.1252.1,a1252.1/4,Question put and agreed to.,Adjournment Debate: Gambling Advertising in Sport,uk.org.publicwhip/debate/2020-03-19a.1247.1.1,house-of-commons,,485
uk.org.publicwhip/debate/2020-03-23a.100.1.7,2020-03-23,uk.org.publicwhip/debate/2020-03-23a.35.0,"",uk.org.publicwhip/debate/2020-03-23a.100.1,a100.1/7,Question put and agreed to.,Second Reading: Coronavirus Bill,uk.org.publicwhip/debate/2020-03-23a.35.2.1,house-of-commons,,43
uk.org.publicwhip/debate/2020-03-23a.101.1.7,2020-03-23,uk.org.publicwhip/debate/2020-03-23a.101.0,"",uk.org.publicwhip/debate/2020-03-23a.101.1,a101.1/7,Question agreed to.,Coronavirus Bill (Money),uk.org.publicwhip/debate/2020-03-23a.101.1.2,house-of-commons,,44
uk.org.publicwhip/debate/2020-03-23a.184.3.4,2020-03-23,uk.org.publicwhip/debate/2020-03-23a.178.0,"",uk.org.publicwhip/debate/2020-03-23a.184.3,a184.3/4,Question put and agreed to.,Adjournment Debate: A& E Departments: Staffing,uk.org.publicwhip/debate/2020-03-23a.178.1.1,house-of-commons,,45
